IDENTIFICATION,,,LOCALITY,,,,,,,,,,,,,,TIME,,,,,,,,,,PLANT,,,,,,,,,,,,,,,,,,,CAT DET.,,,,,,,LEP COMMENTS,,,TOID and EME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,tempID,Pinned,Date,Year,Month,Day,Site,Time,coord_approx_exact,Lat,Long,LatLong,plot_num,Plot_by_day,Location_Description,time_per,n_coll,time_cum,tree_ID,elev,forest_type,order,family,subfamily,tribe,subtribe,genus,plant_cn,Epiphyte,Epiphyte_of,HPlant,Plant_Genus,Plant_Sp,PlantIND,MicroMacro,N_collected,Need_Recount,life_stage,lep_fam,lep_subfam,lep_tribe,lep_genus,lep_sp,lep_name,suspected,common_name,Morpho,Status,Host_unconfirmed,Label_Tape,C.C.I,MORPHO,lep_comment,LifeHistoryNote,Btoid,pupal,toided,eme,toid_name,Parasitoid_Order,Parasitoid_Family,Parasitoid_Subfamily,Parasitoid_Tribe,toid_morpho,toid_ID,Identified_by,date_eclosed,number eclosed,result,lep_subfam,lep_cn,lep_sp,lep_comment,lep_determ,lep_voucher,color_morph,drop,thrash,bite,vomit,shelter_web,group,frass_thrower,ostemeria,hair,spiny,glabrous,urticate,mass,length,behav_comment,photo_num,p_endo_ecto,p_pupate_type,p_larva_hostlarva_hostpupa,p_adult_hostlarva_hostpupa,p_date_pupate,p_date_eclosed,p_pupate_loc,num_psit,p_behav,psit_fam,psit_subfam,psit_sp,p_comment,p_voucher,collector,p_determ,,,,,,
6359,,,30-May-12,,,,Humboldt Range,,,,,,112,,,,,,4,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,2,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,psit,,,,,supposed to be two in the cup,,,,,,,,,,,,,,,,psit,,green head. green and light green abdomen and green legs,,supposed to be two in the cup,,,,,,,,,,,,,,,,,,,,endo,out,lv/lv,adult/pupa,11-Jun-12,18-Jun-12,On leaf,1,,Braconidae,Microgastrinae,,white pupal case,,Nick,,,,,,,
6360,,,30-May-12,,,,Humboldt Range,,,,,,112,,,,,,3,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,adult,,,,,,,,25-Jun-12,,14-Jul-12,,,,,,,,,,,adult,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,SCRS 6360,,,,,,,,,,,,,,,,,,,,,,
6361,,,30-May-12,,,,Humboldt Range,,,,,,112,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,psit,,,,,psit pupa on leaf,,,,,,,,,,,,,,,,psit,,green head. green and light green abdomen and green legs,,psit pupa on leaf,,,,,,,,,,,,,,,,,,,,endo,out,lv/lv,adult/pupa,21-Jun-12,25-Jun-12,On leaf,1,,Braconidae,Microgastrinae,Cotesia sp10,white pupal case,,Nick,Andre Rangel,,,,,,
6362,,,30-May-12,,,,Humboldt Range,,,,,,112,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green legs. green abdomen with redish and light green maculations on each side,,adult,,,,,,,,29-Jun-12,,10-Jul-12,,,,,,,,,,,adult,,green head. green legs. green abdomen with redish and light green maculations on each side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,,,30-May-12,,,,Humboldt Range,,,,,,112,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green legs. green abdomen with redish and light green maculations on each side,,adult,,,,,,,,27-Jun-12,,10-Jul-12,,,,,,,,,,,adult,,green head. green legs. green abdomen with redish and light green maculations on each side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,,,30-May-12,,,,Humboldt Range,,,,,,112,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green legs. green abdomen with redish and light green maculations on each side,,adult,,,,,,,,10-Jul-12,,24-Jul-12,,,,,,,,,,,adult,,green head. green legs. green abdomen with redish and light green maculations on each side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,,,7-Jun-12,,,,Pilot Peak,,,,,,113,,,,,,2,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,Argyrotaenia cupressae,Argyrotaenia cupressae,green thrasher with small head,,adult,,,,,,,,,,6-Aug-12,,,,,,,,,,,adult,,green thrasher with small head,Argyrotaenia cupressae,,,,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Noctuidae,,,,,Lithophane sp,Lithophane sp,green head. green legs. green abdomen with broekn white lines,,,,,,,,,,6-Jul-12,,,,,,,,,,,,,,,green head. green legs. green abdomen with broekn white lines,Lithophane sp,,co1 barcode,,,,Yes,,yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,adult,,,,,did not eclose successfully. stuck in pupa,,,12-Jul-12,,24-Jul-12,,,,,,,,,,,adult,,black head. red and yellowish striped abdomen,,did not eclose successfully. stuck in pupa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,dead,,,,,drowned,,,,,,,,,,,,,,,,dead,,black head. red and yellowish striped abdomen,,drowned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,dead,,,,,drowned,,,,,,,,,,,,,,,,dead,,black head. red and yellowish striped abdomen,,drowned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,dead,,,,,drowned,,,,,,,,,,,,,,,,dead,,black head. red and yellowish striped abdomen,,drowned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,dead,,,,,drowned,,,,,,,,,,,,,,,,dead,,black head. red and yellowish striped abdomen,,drowned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,adult,,,,,,,,29-Jun-12,,24-Jul-12,,,,,,,,,,,adult,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,,,29-Jun-11,,,,Alder Creek,,,,,,115,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373.1,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,psit,,,,,,,,,,,,,,,,,,,,,psit,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,endo,in,lv/lv,adult/pupa,,14-Jul-12,,1,,Braconidae,,,,,,,,,,,,
6374,,,29-Jun-11,,,,Alder Creek,,,,,,115,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374.1,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,,,29-Jun-11,,,,Alder Creek,,,,,,115,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375.1,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,,,29-Jun-11,,,,Alder Creek,,,,,,115,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,adult,,,,,,,,21-Jul-11,,30-Jul-11,,,,,,,,,,,adult,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376.1,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,dead,,,,,drowned,,,,,,,,,,,,,,,,dead,,black head. red and yellowish striped abdomen,,drowned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,psit,,,,,,,,,,,,,,,,,,,,,psit,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,endo,in,lv/lv,adult/pupa,,5-Jul-12,,1,,Ichneumonidae,,,did not recognize that one was psitized. pupa was from the caterpillar skin. make sure to ID,,Nick,,,,,,,
6380,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,,,17-Jun-12,,,,Humboldt Range,,,,,,115,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Tortricidae,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,black head. red and yellowish striped abdomen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,,,18-Jun-12,,,,Humboldt Range,,,,,,116,,,,,,2,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,2,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,,,18-Jun-12,,,,Humboldt Range,,,,,,116,,,,,,2,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,2,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,adult,,,,,,,,24-Jul-12,,6-Aug-12,,,,,,,,,,,adult,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,,,19-Jun-12,,,,Pilot Peak,,,,,,117,,,,,,3,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,adult,,,,,very small,,,26-Jul-12,,7-Aug-12,,,,,,,,,,,adult,,green head. green and light green abdomen and green legs,,very small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,,,19-Jun-12,,,,Pilot Peak,,,,,,117,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,4,Tortricidae,,,,,Argyrotaenia cupressae,Argyrotaenia cupressae,green thrasher with small head,,,,,,,died. psit perhaps,,,,,,,,,,,,,,,,,,green thrasher with small head,Argyrotaenia cupressae,died. psit perhaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,,,19-Jun-12,,,,Pilot Peak,,,,,,117,,,,,,4,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,3,Noctuidae,,,,,Abagrotis glenni,Abagrotis glenni,brown head. brown abdomen with black and white diamond maculations,,,,,,,,,,,,,,,,,,,,,,,,,brown head. brown abdomen with black and white diamond maculations,Abagrotis glenni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,,,29-Jun-11,,,,Alder Creek,,,,,,115,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,Eulithis xylina,Eulithis xylina,,,adult,,,,,,,,2-Aug-11,,,,,,,,,,,,,adult,,,Eulithis xylina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387.1,,,19-Jun-12,,,,Pilot Peak,,,,,,117,,,,,,4,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,4,Noctuidae,,,,,Abagrotis glenni,Abagrotis glenni,brown head. brown abdomen with black and white diamond maculations,,adult,,,,,,,,5-Jul-12,,29-Jul-12,,,,,,,,,,,adult,,brown head. brown abdomen with black and white diamond maculations,Abagrotis glenni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,,,19-Jun-12,,,,Pilot Peak,,,,,,117,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,,,19-Jun-12,,,,Pilot Peak,,,,,,117,,,,,,4,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,adult,,,,,,,,12-Jul-12,,29-Jul-12,,,,,,,,,,,adult,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,,,5-Jul-12,,,,Red Rock,,,,,,118,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,4,Tortricidae,,,,,Argyrotaenia cupressae,Argyrotaenia cupressae,green thrasher with small head,,adult,,,,,,,,,,6-Aug-12,,,,,,,,,,,adult,,green thrasher with small head,Argyrotaenia cupressae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391,,,29-Jun-11,,,,Alder Creek,,,,,,117,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391.1,,,5-Jul-12,,,,Red Rock,,,,,,118,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Utah Juniper,,,Juniperus osteosperma,,,,,,,4,Tortricidae,,,,,Argyrotaenia cupressae,Argyrotaenia cupressae,green thrasher with small head,,adult,,,,,,,,,,8-Aug-12,,,,,,,,,,,adult,,green thrasher with small head,Argyrotaenia cupressae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392,,,29-Jun-11,,,,Alder Creek,,,,,,117,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392.1,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,2,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,,,29-Jun-11,,,,Alder Creek,,,,,,117,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393.1,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,2,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,,,11-Jul-12,,,,Shinn Mountain,,,,,,119,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,2,Sphingidae,,,,,Sphinx sequoiae,Sphinx sequoiae,,,,,,,,,,,,,,,,,,,,,,,,,,,Sphinx sequoiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,,,29-Jun-11,,,,Alder Creek,,,,,,117,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,small. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395.1,,,11-Jul-12,,,,Shinn Mountain,,,,,,119,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,1,Sphingidae,,,,,Sphinx sequoiae,Sphinx sequoiae,,,dead,,,,,,,,,,,,,,,,,,,,,dead,,,Sphinx sequoiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,,,11-Jul-12,,,,Shinn Mountain,,,,,,119,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,,,29-Jun-11,,,,Alder Creek,,,,,,119,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Geometridae,,,,,Speranza lorquinaria,Speranza lorquinaria,brown,,adult,,,,,,,,23-Jul-11,,1-Aug-11,,,,,,,,,,,adult,,brown,Speranza lorquinaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397.1,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,4,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,dead,,,,,,,,,,,,,,,,,,,,,dead,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,4,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,dead,,,,,,,,,,,,,,,,,,,,,dead,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399,,,29-Jun-11,,,,Alder Creek,,,,,,119,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Noctuidae,,,,,,,small. fuzzy green,,,,,,,,,,27-Jul-11,,,,,,,,,,,,,,,small. fuzzy green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399.1,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,7,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,2,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,,,29-Jun-11,,,,Alder Creek,,,,,,119,,,,,,,,,,Betulaceae,,,,,Mountain Alder,,,Alnus incana,,,,,,,,Noctuidae,,,,,,,small. fuzzy green,,dead,,,,,,,,18-Jul-11,,,,,,,,,,,,,dead,,small. fuzzy green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400.1,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,2,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,3,Geometridae,,,,,,,black and grey. with dorsal ridge,,,,,,,,,,,,,,,,,,,,,,,,,black and grey. with dorsal ridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,7,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,4,Gelechiidae,,,,,,,green thrasher with small head,,,,,,,,,,,,,,,,,,,,,,,,,green thrasher with small head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402,,,11-Jul-12,,,,Shinn Mountain,,,,,,119,,,,,,3,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,1,Geometridae,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,green head. green and light green abdomen and green legs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,2,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,4,Gelechiidae,,,,,,,green thrasher with small head,,,,,,,,,,,,,,,,,,,,,,,,,green thrasher with small head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,2,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,4,Gelechiidae,,,,,,,green thrasher with small head,,,,,,,,,,24-Jul-12,,,,,,,,,,,,,,,green thrasher with small head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,,,11-Jul-12,,,,Shinn Mountain,,,,,,120,,,,,,1,,Juniper woodland,,Cupressaceae,,,,,Western Juniper,,,Juniperus occidentalis,,,,,,,4,Gelechiidae,,,,,,,green thrasher with small head,,psit,,,,,,,,,,,,,,,,,,,,,psit,,green thrasher with small head,,,,,,,,,,,,,,,,,,,,,,,,,,,28-Sep-12,,1,,Braconidae,,,small and unsure about identification. no psit in EthOH,,,,,,,,,
6406,,,14-Jul-12,,,,Sagehen Road,,,,,,122,,,,,,,,,,Ericaceae,,,,,Greenleaf Manzanita,,,Arctostaphylos patula,,,,,,,4,Noctuidae,,,,,,,brown w/ dark dorsal stipe,,psit,,,,,,,,,,,,,,,,,,,,,psit,,brown w/ dark dorsal stipe,,,,,,,,,,,,,,,,,,,,,,,,,,,3-Aug-12,,,,,,,,,,,,,,,,
6407,,,14-Jul-12,,,,Sagehen Road,,,,,,122,,,,,,,,,,Pinaceae,,,,,White Fir,,,Abies concolor,,,,,,,2,Pyralidae,,,,,,,tan head translucent abdomen w/ orange stripe down back,,,,,,,,,,,,,,,,,,,,,,,,,tan head translucent abdomen w/ orange stripe down back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,,,29-Jun-11,,,,Alder Creek,,,,,,120,,,,,,,,,,Rhamnaceae,,,,,Tobacco brush,,,Ceanothus velutinus,,,,,,,,Pyralidae,,,,,,,big. green,,adult,,,,,,,,8-Jul-11,,27-Jul-11,,,,,,,,,,,adult,,big. green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408.1,,,14-Jul-12,,,,Sagehen Road,,,,,,122,,,,,,,,,,Ericaceae,,,,,Greenleaf Manzanita,,,Arctostaphylos patula,,,,,,,3,Noctuidae,,,,,,,brown abdomen w/ black spots along back,,,,,,,,,,,,,,,,,,,,,,,,,brown abdomen w/ black spots along back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
